connect_time,disconnect_time,energy,station_id,charging_duration,total_duration,z_score,energy_per_quarter
2018-04-26 15:30:00,2018-04-27 00:15:00,6.14,2-39-78-360,60,525,0.580814596189411,1.535
2018-04-26 15:30:00,2018-04-26 19:45:00,6.087,2-39-138-29,210,255,0.146636598279428,0.434785714285714
2018-04-26 15:45:00,2018-04-27 00:30:00,6.298,2-39-78-365,120,525,0.289834118401876,0.78725
2018-04-26 15:45:00,2018-04-27 00:00:00,4.182,2-39-79-377,75,495,0.508069476742527,0.8364
2018-04-26 15:45:00,2018-04-26 22:45:00,4.846,2-39-91-437,90,420,0.435324357295644,0.807666666666667
2018-04-26 15:45:00,2018-04-26 21:45:00,2.65,2-39-79-383,60,360,0.580814596189411,0.6625
2018-04-26 16:00:00,2018-04-26 19:30:00,2.997,2-39-90-26,60,210,0.580814596189411,0.74925
2018-04-26 16:00:00,2018-04-26 18:30:00,2.68,2-39-78-367,60,150,0.580814596189411,0.67
2018-04-26 16:00:00,2018-04-27 00:30:00,3.54,2-39-126-20,120,510,0.289834118401876,0.4425
2018-04-26 16:00:00,2018-04-26 23:45:00,1.916,2-39-89-25,45,465,0.653559715636295,0.638666666666667
2018-04-26 16:00:00,2018-04-27 00:00:00,2.757,2-39-78-361,90,480,0.435324357295644,0.4595
2018-04-26 16:00:00,2018-04-26 19:15:00,10.248,2-39-123-23,195,195,0.0738914788325439,0.788307692307692
2018-04-26 16:15:00,2018-04-27 00:45:00,14,2-39-125-21,495,510,1.52879386777022,0.424242424242424
2018-04-26 16:15:00,2018-04-27 00:00:00,14.01,2-39-124-22,450,465,1.31055850942957,0.467
2018-04-26 16:15:00,2018-04-26 18:30:00,6.709,2-39-128-18,135,135,0.217088998954992,0.745444444444444
2018-04-26 16:15:00,2018-04-27 03:15:00,25.981,2-39-88-24,660,660,2.32899018168595,0.590477272727273
2018-04-26 16:45:00,2018-04-27 00:45:00,4.263,2-39-90-440,105,480,0.36257923784876,0.609
2018-04-26 16:45:00,2018-04-26 19:30:00,5.723,2-39-91-441,165,165,0.0715987600612239,0.520272727272727
2018-04-26 17:00:00,2018-04-27 01:30:00,4.384,2-39-92-442,90,510,0.435324357295644,0.730666666666667
2018-04-26 17:00:00,2018-04-27 00:15:00,9.914,2-39-78-364,435,435,1.23781338998269,0.341862068965517
2018-04-26 17:15:00,2018-04-27 01:00:00,10.411,2-39-78-362,465,465,1.38330362887645,0.335838709677419
2018-04-26 17:15:00,2018-04-27 00:15:00,9.026,2-39-79-378,210,420,0.146636598279428,0.644714285714286
2018-04-26 17:15:00,2018-04-27 01:15:00,14.422,2-39-95-444,255,480,0.36487195662008,0.848352941176471
2018-04-26 17:30:00,2018-04-27 01:15:00,18.861,2-39-89-439,195,465,0.0738914788325439,1.45084615384615
2018-04-26 17:45:00,2018-04-27 00:30:00,5.728,2-39-123-557,90,405,0.435324357295644,0.954666666666667
2018-04-26 18:45:00,2018-04-26 23:30:00,2.528,2-39-78-367,60,285,0.580814596189411,0.632
2018-04-26 19:45:00,2018-04-27 02:45:00,2.628,2-39-91-441,255,420,0.36487195662008,0.154588235294118
2018-04-26 20:15:00,2018-04-26 23:45:00,1.306,2-39-78-366,30,210,0.726304835083179,0.653
2018-04-26 20:30:00,2018-04-27 03:00:00,1.801,2-39-131-30,30,390,0.726304835083179,0.9005
2018-04-26 21:00:00,2018-04-27 00:15:00,5.576,2-39-128-18,105,195,0.36257923784876,0.796571428571429
2018-04-26 21:15:00,2018-04-27 02:45:00,16,2-39-78-363,240,330,0.292126837173196,1
2018-04-26 23:00:00,2018-04-26 23:45:00,0.852,2-39-91-437,30,45,0.726304835083179,0.426
2018-04-27 01:15:00,2018-04-27 01:45:00,1.829,2-39-138-29,30,30,0.726304835083179,0.9145
2018-04-27 01:45:00,2018-04-27 04:00:00,13.872,2-39-139-28,135,135,0.217088998954992,1.54133333333333
2018-04-27 01:45:00,2018-04-27 03:45:00,5.654,2-39-127-19,60,120,0.580814596189411,1.4135
2018-04-27 02:00:00,2018-04-27 03:45:00,2.558,2-39-130-31,90,105,0.435324357295644,0.426333333333333
2018-04-27 03:15:00,2018-04-27 16:45:00,6.417,2-39-79-379,120,810,0.289834118401876,0.802125
2018-04-27 03:30:00,2018-04-27 04:15:00,5.56,2-39-138-29,45,45,0.653559715636295,1.85333333333333
2018-04-27 05:00:00,2018-04-27 10:00:00,0.546,2-39-79-380,30,300,0.726304835083179,0.273
2018-04-27 13:15:00,2018-04-28 01:15:00,11.323,2-39-95-27,720,720,2.61997065947348,0.235895833333333
2018-04-27 14:15:00,2018-04-27 15:30:00,3.981,2-39-127-19,75,75,0.508069476742527,0.7962
2018-04-27 14:45:00,2018-04-27 21:30:00,17.634,2-39-79-383,225,405,0.219381717726312,1.1756
2018-04-27 15:00:00,2018-04-27 23:45:00,7.288,2-39-79-378,525,525,1.67428410666399,0.208228571428571
2018-04-27 15:15:00,2018-04-28 00:00:00,6.236,2-39-78-366,120,525,0.289834118401876,0.7795
2018-04-27 15:15:00,2018-04-28 00:30:00,9.3,2-39-123-557,75,555,0.508069476742527,1.86
2018-04-27 15:15:00,2018-04-27 23:45:00,2.945,2-39-79-377,60,510,0.580814596189411,0.73625
2018-04-27 15:15:00,2018-04-27 19:15:00,4.85,2-39-139-28,120,240,0.289834118401876,0.60625
2018-04-27 15:15:00,2018-04-27 21:45:00,10.978,2-39-131-30,300,390,0.583107314960731,0.5489
2018-04-27 15:15:00,2018-04-27 16:45:00,3.846,2-39-79-380,75,90,0.508069476742527,0.7692
2018-04-27 15:30:00,2018-04-28 02:00:00,19.124,2-39-91-441,255,630,0.36487195662008,1.12494117647059
2018-04-27 15:30:00,2018-04-27 23:45:00,3.259,2-39-78-367,75,495,0.508069476742527,0.6518
2018-04-27 15:45:00,2018-04-27 20:45:00,13.972,2-39-126-20,285,300,0.510362195513848,0.735368421052632
2018-04-27 16:15:00,2018-04-27 22:15:00,16.95,2-39-78-361,315,360,0.655852434407615,0.807142857142857
2018-04-27 16:30:00,2018-04-27 19:15:00,6.444,2-39-123-23,165,165,0.0715987600612239,0.585818181818182
2018-04-27 16:30:00,2018-04-28 01:30:00,9.064,2-39-88-24,120,540,0.289834118401876,1.133
2018-04-27 16:30:00,2018-04-27 19:45:00,9.67,2-39-90-26,180,195,0.00114635938566003,0.805833333333333
2018-04-27 16:30:00,2018-04-28 00:45:00,30.553,2-39-91-437,330,495,0.728597553854499,1.38877272727273
2018-04-27 16:45:00,2018-04-27 20:30:00,2.485,2-39-79-381,75,225,0.508069476742527,0.497
2018-04-27 16:45:00,2018-04-28 02:45:00,2.219,2-39-89-25,60,600,0.580814596189411,0.55475
2018-04-27 16:45:00,2018-04-27 18:15:00,5.606,2-39-79-376,90,90,0.435324357295644,0.934333333333333
2018-04-27 16:45:00,2018-04-27 23:45:00,5.805,2-39-90-440,135,420,0.217088998954992,0.645
2018-04-27 17:00:00,2018-04-27 22:15:00,11.729,2-39-78-360,285,315,0.510362195513848,0.617315789473684
2018-04-27 17:00:00,2018-04-28 02:15:00,11.831,2-39-92-442,150,555,0.144343879508108,1.1831
2018-04-27 17:15:00,2018-04-28 00:30:00,15.894,2-39-79-380,180,435,0.00114635938566003,1.3245
2018-04-27 17:15:00,2018-04-27 23:15:00,9.823,2-39-78-364,240,360,0.292126837173196,0.6139375
2018-04-27 17:30:00,2018-04-27 19:45:00,1.832,2-39-92-436,45,135,0.653559715636295,0.610666666666667
2018-04-27 17:30:00,2018-04-28 01:15:00,21.669,2-39-95-444,270,465,0.437617076066964,1.20383333333333
2018-04-27 18:15:00,2018-04-28 00:30:00,1.759,2-39-78-362,375,375,0.946832912195151,0.07036
