station_id,connect_time,disconnect_time,total_duration,charging_duration,energy,energy_per_quarter,z_score
COMM VITALITY / 1104 SPRUCE1,2019-01-05 14:45:00,2019-01-05 17:00:00,135,135,13.949,1.54988888888889,0.200719343424956
COMM VITALITY / 1100WALNUT1,2019-01-09 11:00:00,2019-01-09 13:00:00,120,120,6.447,0.805875,0.0317977398148119
BOULDER / REC CENTER ST1,2019-01-05 14:45:00,2019-01-05 15:45:00,45,45,5.043,1.681,0.81281027823591
COMM VITALITY / 1000WALNUT1,2019-01-09 11:00:00,2019-01-09 15:00:00,240,150,10.521,1.0521,0.369640947035101
COMM VITALITY / 1104 SPRUCE1,2019-01-05 15:15:00,2019-01-05 16:15:00,45,45,3.041,1.01366666666667,0.81281027823591
COMM VITALITY / BOULDER JCTN,2019-01-07 13:45:00,2019-01-07 15:15:00,90,90,10.079,1.67983333333333,0.306045467405477
BOULDER / N BOULDER REC 1,2019-01-09 11:00:00,2019-01-09 13:30:00,150,120,10.915,1.364375,0.0317977398148119
BOULDER / JUNCTION ST1,2019-01-07 14:45:00,2019-01-07 16:45:00,105,105,11.631,1.66157142857143,0.137123863795332
COMM VITALITY / 1104 SPRUCE1,2019-01-12 19:30:00,2019-01-12 22:15:00,165,150,6.571,0.6571,0.369640947035101
BOULDER / FACILITIES ST1,2019-01-09 11:30:00,2019-01-09 13:15:00,105,75,3.821,0.7642,0.474967071015621
BOULDER / N BOULDER REC 1,2019-01-07 15:00:00,2019-01-07 16:30:00,90,90,9.623,1.60383333333333,0.306045467405477
BOULDER / ATRIUM ST1,2019-01-12 19:30:00,2019-01-12 19:45:00,15,15,2.085,2.085,1.1506534854562
COMM VITALITY / 1500PEARL1,2019-01-09 12:15:00,2019-01-09 14:30:00,120,120,7.456,0.932,0.0317977398148119
COMM VITALITY / 1000WALNUT2,2019-01-05 16:30:00,2019-01-05 18:00:00,90,90,4.355,0.725833333333333,0.306045467405477
COMM VITALITY / 1104 SPRUCE1,2019-01-07 17:00:00,2019-01-07 20:00:00,180,180,18.152,1.51266666666667,0.707484154255389
COMM VITALITY / 1100WALNUT1,2019-01-12 20:30:00,2019-01-12 23:15:00,180,120,5.522,0.69025,0.0317977398148119
BOULDER / N BOULDER REC 1,2019-01-09 12:30:00,2019-01-09 15:00:00,150,60,2.802,0.7005,0.643888674625765
COMM VITALITY / 1500PEARL2,2019-01-09 12:45:00,2019-01-09 15:30:00,165,165,16.026,1.45690909090909,0.538562550645245
BOULDER / BASELINE ST1,2019-01-03 14:30:00,2019-01-03 15:30:00,60,60,3.001,0.75025,0.643888674625765
BOULDER / N BOULDER REC 1,2019-01-10 17:15:00,2019-01-10 19:30:00,135,135,6.961,0.773444444444445,0.200719343424956
COMM VITALITY / 1000WALNUT2,2019-01-05 18:30:00,2019-01-05 19:45:00,75,75,3.125,0.625,0.474967071015621
COMM VITALITY / BOULDER JCTN,2019-01-06 08:30:00,2019-01-06 10:15:00,120,120,12.811,1.601375,0.0317977398148119
BOULDER / N BOULDER REC 1,2019-01-06 09:45:00,2019-01-06 13:45:00,240,240,19.88,1.2425,1.38317056869597
BOULDER / N BOULDER REC 1,2019-01-06 10:00:00,2019-01-06 12:45:00,165,150,5.173,0.5173,0.369640947035101
COMM VITALITY / 1500PEARL2,2019-01-06 10:30:00,2019-01-06 12:00:00,90,75,3.328,0.6656,0.474967071015621
COMM VITALITY / 1500PEARL1,2019-01-06 10:45:00,2019-01-06 12:00:00,75,75,1.755,0.351,0.474967071015621
COMM VITALITY / 1000WALNUT1,2019-01-06 10:45:00,2019-01-06 12:45:00,120,120,5.949,0.743625,0.0317977398148119
BOULDER / BASELINE ST1,2019-01-06 10:45:00,2019-01-06 12:00:00,60,60,7.15,1.7875,0.643888674625765
COMM VITALITY / 1104 SPRUCE1,2019-01-06 11:00:00,2019-01-06 14:15:00,195,135,6.425,0.713888888888889,0.200719343424956
COMM VITALITY / BOULDER JCTN,2019-01-06 11:15:00,2019-01-06 11:30:00,15,15,0.709,0.709,1.1506534854562
COMM VITALITY / BOULDER JCTN,2019-01-06 11:15:00,2019-01-06 12:15:00,60,60,6.157,1.53925,0.643888674625765
BOULDER / BASELINE ST1,2019-01-06 11:45:00,2019-01-06 13:15:00,90,90,10.235,1.70583333333333,0.306045467405477
COMM VITALITY / 1100WALNUT1,2019-01-06 11:45:00,2019-01-06 13:00:00,75,75,6.928,1.3856,0.474967071015621
BOULDER / ATRIUM ST1,2019-01-06 11:45:00,2019-01-06 13:15:00,75,75,4.457,0.8914,0.474967071015621
COMM VITALITY / 1000WALNUT2,2019-01-06 12:30:00,2019-01-06 14:15:00,105,105,9.591,1.37014285714286,0.137123863795332
COMM VITALITY / 1104 SPRUCE1,2019-01-06 13:30:00,2019-01-06 15:15:00,105,105,11.393,1.62757142857143,0.137123863795332
COMM VITALITY / 1000WALNUT1,2019-01-06 14:00:00,2019-01-06 15:45:00,105,105,6.072,0.867428571428571,0.137123863795332
COMM VITALITY / 1100WALNUT1,2019-01-06 14:00:00,2019-01-06 15:00:00,45,45,2.899,0.966333333333333,0.81281027823591
COMM VITALITY / 1000WALNUT1,2019-01-06 14:15:00,2019-01-06 15:30:00,75,75,7.807,1.5614,0.474967071015621
BOULDER / REC CENTER ST2,2019-01-06 14:45:00,2019-01-06 16:15:00,90,90,8.571,1.4285,0.306045467405477
BOULDER / REC CENTER ST2,2019-01-06 15:00:00,2019-01-06 20:00:00,300,270,19.279,1.07105555555556,1.72101377591626
COMM VITALITY / 1000WALNUT1,2019-01-06 16:15:00,2019-01-06 18:45:00,150,150,8.034,0.8034,0.369640947035101
COMM VITALITY / 1000WALNUT2,2019-01-06 16:45:00,2019-01-06 18:00:00,60,60,2.896,0.724,0.643888674625765
COMM VITALITY / 1000WALNUT1,2019-01-06 17:15:00,2019-01-06 21:00:00,210,120,6.327,0.790875,0.0317977398148119
COMM VITALITY / 1104 SPRUCE1,2019-01-06 18:00:00,2019-01-06 19:00:00,45,45,2.432,0.810666666666667,0.81281027823591
COMM VITALITY / 1104 SPRUCE1,2019-01-07 08:30:00,2019-01-07 10:15:00,105,105,11.235,1.605,0.137123863795332
COMM VITALITY / 1500PEARL2,2019-01-07 08:30:00,2019-01-07 09:30:00,60,60,6.276,1.569,0.643888674625765
COMM VITALITY / BOULDER JCTN,2019-01-07 09:00:00,2019-01-07 11:00:00,120,120,12.071,1.508875,0.0317977398148119
BOULDER / N BOULDER REC 1,2019-01-07 09:30:00,2019-01-07 16:00:00,375,180,5.019,0.41825,0.707484154255389
BOULDER / BASELINE ST1,2019-01-07 11:00:00,2019-01-07 12:30:00,90,90,9.509,1.58483333333333,0.306045467405477
COMM VITALITY / 1500PEARL2,2019-01-07 11:30:00,2019-01-07 13:45:00,135,135,12.819,1.42433333333333,0.200719343424956
COMM VITALITY / BOULDER JCTN,2019-01-07 11:30:00,2019-01-07 14:45:00,195,105,8.361,1.19442857142857,0.137123863795332
COMM VITALITY / 1104 SPRUCE1,2019-01-07 12:30:00,2019-01-07 15:15:00,165,165,11.961,1.08736363636364,0.538562550645245
BOULDER / REC CENTER ST1,2019-01-07 12:30:00,2019-01-07 15:30:00,180,180,14.695,1.22458333333333,0.707484154255389
COMM VITALITY / 1000WALNUT1,2019-01-07 12:30:00,2019-01-07 14:30:00,120,120,6.489,0.811125,0.0317977398148119
BOULDER / ATRIUM ST1,2019-01-07 13:15:00,2019-01-07 15:00:00,90,90,5.502,0.917,0.306045467405477
BOULDER / ATRIUM ST1,2019-01-07 13:30:00,2019-01-07 15:15:00,120,120,6.903,0.862875,0.0317977398148119
BOULDER / N BOULDER REC 1,2019-01-07 13:30:00,2019-01-07 14:15:00,45,30,3.197,1.5985,0.981731881846054
COMM VITALITY / 1500PEARL1,2019-01-07 13:30:00,2019-01-07 14:45:00,75,60,3.612,0.903,0.643888674625765
COMM VITALITY / BOULDER JCTN,2019-01-07 18:00:00,2019-01-07 19:15:00,75,75,7.665,1.533,0.474967071015621
BOULDER / BASELINE ST1,2019-01-07 18:15:00,2019-01-07 19:15:00,45,45,5.258,1.75266666666667,0.81281027823591
COMM VITALITY / 1104 SPRUCE1,2019-01-10 17:30:00,2019-01-10 19:30:00,120,120,11.749,1.468625,0.0317977398148119
BOULDER / REC CENTER ST1,2019-01-13 08:00:00,2019-01-13 10:30:00,150,150,9.37,0.937,0.369640947035101
COMM VITALITY / 1100WALNUT1,2019-01-09 13:15:00,2019-01-09 14:00:00,45,45,4.17,1.39,0.81281027823591
COMM VITALITY / BOULDER JCTN,2019-01-01 10:30:00,2019-01-01 12:45:00,135,135,7.438,0.826444444444444,0.200719343424956
BOULDER / N BOULDER REC 1,2019-01-13 10:15:00,2019-01-13 12:45:00,150,150,8.607,0.8607,0.369640947035101
COMM VITALITY / 1104 SPRUCE1,2019-01-03 15:00:00,2019-01-03 16:30:00,90,90,8.955,1.4925,0.306045467405477
BOULDER / N BOULDER REC 1,2019-01-07 18:45:00,2019-01-07 20:30:00,120,120,9.455,1.181875,0.0317977398148119
BOULDER / JUNCTION ST1,2019-01-09 14:00:00,2019-01-09 16:45:00,165,165,17.736,1.61236363636364,0.538562550645245
COMM VITALITY / 1000WALNUT1,2019-01-10 18:45:00,2019-01-10 21:30:00,165,165,16.323,1.48390909090909,0.538562550645245
BOULDER / BASELINE ST1,2019-01-01 10:30:00,2019-01-01 10:45:00,15,15,1.587,1.587,1.1506534854562
BOULDER / N BOULDER REC 1,2019-01-13 10:15:00,2019-01-13 13:00:00,150,150,9.338,0.9338,0.369640947035101
BOULDER / BASELINE ST1,2019-01-03 15:15:00,2019-01-03 16:15:00,60,60,3.296,0.824,0.643888674625765
BOULDER / N BOULDER REC 1,2019-01-07 18:45:00,2019-01-07 20:15:00,105,105,2.561,0.365857142857143,0.137123863795332
COMM VITALITY / 1000WALNUT1,2019-01-09 14:45:00,2019-01-09 16:30:00,105,105,10.133,1.44757142857143,0.137123863795332
COMM VITALITY / 1000WALNUT1,2019-01-10 19:00:00,2019-01-10 21:30:00,150,150,10.513,1.0513,0.369640947035101
BOULDER / ATRIUM ST1,2019-01-01 11:45:00,2019-01-01 12:15:00,30,30,0.214,0.107,0.981731881846054
COMM VITALITY / 1000WALNUT1,2019-01-03 15:30:00,2019-01-03 17:15:00,120,120,11.35,1.41875,0.0317977398148119
COMM VITALITY / 1104 SPRUCE1,2019-01-07 19:00:00,2019-01-07 22:15:00,195,180,10.186,0.848833333333333,0.707484154255389
COMM VITALITY / 1000WALNUT1,2019-01-07 19:15:00,2019-01-07 21:45:00,150,150,8.161,0.8161,0.369640947035101
BOULDER / N BOULDER REC 1,2019-01-08 05:30:00,2019-01-08 12:00:00,390,150,8.257,0.8257,0.369640947035101
COMM VITALITY / 1000WALNUT2,2019-01-08 07:45:00,2019-01-08 10:00:00,150,150,14.045,1.4045,0.369640947035101
BOULDER / N BOULDER REC 1,2019-01-08 08:15:00,2019-01-08 11:30:00,195,105,5.96,0.851428571428571,0.137123863795332
COMM VITALITY / 1500PEARL2,2019-01-08 09:00:00,2019-01-08 10:00:00,75,60,5.921,1.48025,0.643888674625765
BOULDER / FACILITIES ST1,2019-01-08 09:00:00,2019-01-08 10:45:00,90,60,3.228,0.807,0.643888674625765
COMM VITALITY / 1500PEARL1,2019-01-08 10:30:00,2019-01-08 12:45:00,135,120,6.76,0.845,0.0317977398148119
BOULDER / FACILITIES ST1,2019-01-08 11:00:00,2019-01-08 11:30:00,30,15,0.63,0.63,1.1506534854562
BOULDER / BASELINE ST1,2019-01-08 11:30:00,2019-01-08 12:45:00,60,60,6.952,1.738,0.643888674625765
BOULDER / FACILITIES ST1,2019-01-08 12:30:00,2019-01-08 13:00:00,45,45,2.447,0.815666666666667,0.81281027823591
COMM VITALITY / 1000WALNUT1,2019-01-08 13:00:00,2019-01-08 15:00:00,105,105,6.151,0.878714285714286,0.137123863795332
BOULDER / N BOULDER REC 1,2019-01-08 13:15:00,2019-01-08 18:00:00,285,75,3.408,0.6816,0.474967071015621
BOULDER / ALPINE ST1,2019-01-08 13:15:00,2019-01-08 14:00:00,45,45,4.709,1.56966666666667,0.81281027823591
BOULDER / BOULDER PARK S2,2019-01-08 14:15:00,2019-01-08 14:45:00,30,30,1.546,0.773,0.981731881846054
BOULDER / FACILITIES ST1,2019-01-08 14:30:00,2019-01-09 08:45:00,1110,45,2.738,0.912666666666667,0.81281027823591
COMM VITALITY / BOULDER JCTN,2019-01-08 14:30:00,2019-01-08 15:30:00,60,60,6.551,1.63775,0.643888674625765
COMM VITALITY / 1104 SPRUCE1,2019-01-08 15:00:00,2019-01-08 16:00:00,60,60,3.196,0.799,0.643888674625765
BOULDER / BASELINE ST1,2019-01-08 15:15:00,2019-01-08 15:45:00,30,30,3.471,1.7355,0.981731881846054
BOULDER / BOULDER PARK S2,2019-01-08 15:15:00,2019-01-10 15:15:00,2880,240,9.708,0.60675,1.38317056869597
COMM VITALITY / BOULDER JCTN,2019-01-08 15:30:00,2019-01-08 16:15:00,45,45,5.021,1.67366666666667,0.81281027823591
BOULDER / REC CENTER ST1,2019-01-08 16:00:00,2019-01-08 17:30:00,90,90,4.818,0.803,0.306045467405477
COMM VITALITY / 1000WALNUT1,2019-01-08 17:15:00,2019-01-08 20:30:00,195,105,5.214,0.744857142857143,0.137123863795332
BOULDER / ALPINE ST1,2019-01-08 17:15:00,2019-01-08 19:45:00,150,150,12.64,1.264,0.369640947035101
BOULDER / N BOULDER REC 1,2019-01-08 18:15:00,2019-01-08 19:00:00,30,30,3.405,1.7025,0.981731881846054
COMM VITALITY / 1104 SPRUCE1,2019-01-08 18:45:00,2019-01-08 19:30:00,60,60,3.539,0.88475,0.643888674625765
BOULDER / REC CENTER ST1,2019-01-08 18:45:00,2019-01-08 21:30:00,150,150,15.487,1.5487,0.369640947035101
COMM VITALITY / 1000WALNUT2,2019-01-08 19:00:00,2019-01-08 22:00:00,180,180,11.41,0.950833333333333,0.707484154255389
COMM VITALITY / 1104 SPRUCE1,2019-01-08 19:00:00,2019-01-08 21:30:00,150,135,6.422,0.713555555555555,0.200719343424956
BOULDER / JUNCTION ST1,2019-01-08 19:15:00,2019-01-08 21:45:00,150,150,14.766,1.4766,0.369640947035101
BOULDER / N BOULDER REC 1,2019-01-08 19:30:00,2019-01-08 20:15:00,45,45,2.291,0.763666666666667,0.81281027823591
BOULDER / ALPINE ST1,2019-01-09 03:30:00,2019-01-09 07:45:00,255,195,11.374,0.874923076923077,0.876405757865533
BOULDER / N BOULDER REC 1,2019-01-09 06:00:00,2019-01-09 11:15:00,315,225,11.316,0.7544,1.21424896508582
BOULDER / N BOULDER REC 1,2019-01-09 06:45:00,2019-01-09 08:15:00,90,90,5.22,0.87,0.306045467405477
COMM VITALITY / 1000WALNUT2,2019-01-09 07:00:00,2019-01-09 10:00:00,180,165,16.581,1.50736363636364,0.538562550645245
BOULDER / FACILITIES ST1,2019-01-09 08:45:00,2019-01-10 08:15:00,1410,270,19.641,1.09116666666667,1.72101377591626
BOULDER / N BOULDER REC 1,2019-01-09 08:45:00,2019-01-09 10:15:00,75,75,3.65,0.73,0.474967071015621
BOULDER / BASELINE ST1,2019-01-09 09:00:00,2019-01-09 10:45:00,105,45,2.198,0.732666666666667,0.81281027823591
BOULDER / FACILITIES ST1,2019-01-09 15:00:00,2019-01-10 12:00:00,1260,60,3.341,0.83525,0.643888674625765
COMM VITALITY / 1000WALNUT1,2019-01-03 16:45:00,2019-01-03 18:30:00,90,90,9.075,1.5125,0.306045467405477
COMM VITALITY / 1000WALNUT1,2019-01-13 10:45:00,2019-01-13 13:30:00,165,165,17.008,1.54618181818182,0.538562550645245
BOULDER / ATRIUM ST1,2019-01-01 12:15:00,2019-01-01 13:15:00,60,60,1.133,0.28325,0.643888674625765
BOULDER / N BOULDER REC 1,2019-01-11 06:00:00,2019-01-11 12:00:00,360,165,9.998,0.908909090909091,0.538562550645245
BOULDER / ATRIUM ST1,2019-01-01 13:15:00,2019-01-01 14:15:00,60,60,5.041,1.26025,0.643888674625765
COMM VITALITY / 1500PEARL1,2019-01-11 08:15:00,2019-01-11 10:00:00,120,120,8.242,1.03025,0.0317977398148119
COMM VITALITY / BOULDER JCTN,2019-01-13 10:45:00,2019-01-13 11:15:00,30,30,3.527,1.7635,0.981731881846054
COMM VITALITY / BOULDER JCTN,2019-01-03 18:15:00,2019-01-03 19:30:00,75,75,4.033,0.8066,0.474967071015621
BOULDER / REC CENTER ST2,2019-01-09 15:30:00,2019-01-09 19:30:00,240,195,19.152,1.47323076923077,0.876405757865533
COMM VITALITY / 1100WALNUT1,2019-01-01 13:30:00,2019-01-01 15:30:00,120,120,12.721,1.590125,0.0317977398148119
COMM VITALITY / 1500PEARL2,2019-01-11 08:15:00,2019-01-11 13:15:00,285,210,11.325,0.808928571428571,1.04532736147568
COMM VITALITY / 1104 SPRUCE1,2019-01-13 10:45:00,2019-01-13 13:00:00,135,120,13.274,1.65925,0.0317977398148119
COMM VITALITY / 1000WALNUT1,2019-01-03 18:45:00,2019-01-03 21:45:00,195,195,17.9,1.37692307692308,0.876405757865533
BOULDER / REC CENTER ST1,2019-01-01 13:45:00,2019-01-01 14:30:00,45,45,4.186,1.39533333333333,0.81281027823591
COMM VITALITY / 1500PEARL2,2019-01-11 08:30:00,2019-01-11 12:30:00,240,105,3.394,0.484857142857143,0.137123863795332
COMM VITALITY / 1104 SPRUCE1,2019-01-13 11:15:00,2019-01-13 12:15:00,75,75,3.921,0.7842,0.474967071015621
COMM VITALITY / 1104 SPRUCE1,2019-01-03 18:45:00,2019-01-03 21:30:00,165,135,6.443,0.715888888888889,0.200719343424956
COMM VITALITY / 1104 SPRUCE1,2019-01-09 16:00:00,2019-01-09 17:00:00,60,60,6.006,1.5015,0.643888674625765
BOULDER / BASELINE ST1,2019-01-09 17:15:00,2019-01-09 18:00:00,45,45,5.927,1.97566666666667,0.81281027823591
BOULDER / N BOULDER REC 1,2019-01-09 17:45:00,2019-01-09 19:00:00,60,60,3.524,0.881,0.643888674625765
COMM VITALITY / 1104 SPRUCE1,2019-01-09 18:00:00,2019-01-09 19:15:00,75,75,4.408,0.8816,0.474967071015621
COMM VITALITY / 1104 SPRUCE1,2019-01-09 18:00:00,2019-01-09 23:00:00,300,150,8.661,0.8661,0.369640947035101
COMM VITALITY / 1000WALNUT1,2019-01-09 18:15:00,2019-01-09 20:30:00,150,30,3.605,1.8025,0.981731881846054
COMM VITALITY / 1100WALNUT1,2019-01-09 18:15:00,2019-01-09 19:45:00,90,90,8.644,1.44066666666667,0.306045467405477
BOULDER / ATRIUM ST1,2019-01-09 18:30:00,2019-01-09 21:00:00,150,150,9.747,0.9747,0.369640947035101
COMM VITALITY / 1000WALNUT1,2019-01-09 18:30:00,2019-01-09 21:00:00,135,135,5.468,0.607555555555556,0.200719343424956
COMM VITALITY / 1000WALNUT2,2019-01-09 19:15:00,2019-01-09 22:00:00,165,150,3.603,0.3603,0.369640947035101
BOULDER / ALPINE ST1,2019-01-09 20:30:00,2019-01-10 07:45:00,675,165,10.755,0.977727272727273,0.538562550645245
BOULDER / BASELINE ST1,2019-01-10 04:15:00,2019-01-10 07:30:00,180,180,21.48,1.79,0.707484154255389
BOULDER / N BOULDER REC 1,2019-01-10 06:00:00,2019-01-10 09:30:00,225,60,1.305,0.32625,0.643888674625765
BOULDER / N BOULDER REC 1,2019-01-10 06:45:00,2019-01-10 08:30:00,90,90,9.654,1.609,0.306045467405477
COMM VITALITY / 1000WALNUT1,2019-01-10 08:15:00,2019-01-10 10:15:00,120,120,12.379,1.547375,0.0317977398148119
COMM VITALITY / BOULDER JCTN,2019-01-10 08:15:00,2019-01-10 10:00:00,105,105,10.866,1.55228571428571,0.137123863795332
COMM VITALITY / 1400 WALNUT1,2019-01-10 08:45:00,2019-01-10 10:45:00,120,120,6.331,0.791375,0.0317977398148119
BOULDER / N BOULDER REC 1,2019-01-10 09:00:00,2019-01-10 11:00:00,105,60,3.331,0.83275,0.643888674625765
COMM VITALITY / BOULDER JCTN,2019-01-10 09:30:00,2019-01-10 11:45:00,135,75,8.477,1.6954,0.474967071015621
BOULDER / REC CENTER ST2,2019-01-10 10:15:00,2019-01-10 11:15:00,60,60,2.978,0.7445,0.643888674625765
COMM VITALITY / BOULDER JCTN,2019-01-10 10:30:00,2019-01-10 11:00:00,30,30,0.417,0.2085,0.981731881846054
COMM VITALITY / 1104 SPRUCE1,2019-01-10 11:15:00,2019-01-10 11:45:00,45,45,2.184,0.728,0.81281027823591
COMM VITALITY / 1500PEARL2,2019-01-10 11:15:00,2019-01-10 13:45:00,135,135,13.849,1.53877777777778,0.200719343424956
COMM VITALITY / 1104 SPRUCE1,2019-01-10 11:30:00,2019-01-10 13:00:00,90,90,4.866,0.811,0.306045467405477
BOULDER / N BOULDER REC 1,2019-01-10 12:15:00,2019-01-10 13:45:00,105,105,11.043,1.57757142857143,0.137123863795332
BOULDER / BOULDER PARK S1,2019-01-10 12:30:00,2019-01-10 15:15:00,180,180,6.912,0.576,0.707484154255389
BOULDER / REC CENTER ST1,2019-01-10 12:45:00,2019-01-10 17:00:00,255,255,18.203,1.07076470588235,1.55209217230611
BOULDER / FACILITIES ST1,2019-01-10 12:45:00,2019-01-11 09:45:00,1245,45,2.278,0.759333333333333,0.81281027823591
COMM VITALITY / 1000WALNUT1,2019-01-10 13:15:00,2019-01-10 15:00:00,105,105,8.263,1.18042857142857,0.137123863795332
BOULDER / REC CENTER ST2,2019-01-10 14:00:00,2019-01-10 15:30:00,90,90,9.268,1.54466666666667,0.306045467405477
BOULDER / N BOULDER REC 1,2019-01-10 15:15:00,2019-01-10 16:45:00,90,90,9.407,1.56783333333333,0.306045467405477
BOULDER / BASELINE ST1,2019-01-10 15:15:00,2019-01-10 16:00:00,45,45,2.379,0.793,0.81281027823591
BOULDER / BOULDER PARK S1,2019-01-10 15:30:00,2019-01-14 09:30:00,5400,375,5.894,0.23576,2.90346500118726
BOULDER / N BOULDER REC 1,2019-01-10 17:00:00,2019-01-10 20:30:00,210,210,14.802,1.05728571428571,1.04532736147568
BOULDER / REC CENTER ST1,2019-01-03 19:15:00,2019-01-03 19:45:00,30,30,3.432,1.716,0.981731881846054
BOULDER / N BOULDER REC 1,2019-01-04 05:30:00,2019-01-04 13:15:00,465,120,3.904,0.488,0.0317977398148119
COMM VITALITY / BOULDER JCTN,2019-01-01 15:15:00,2019-01-01 19:30:00,270,270,29.86,1.65888888888889,1.72101377591626
COMM VITALITY / 1000WALNUT1,2019-01-13 11:45:00,2019-01-13 14:15:00,150,150,10.436,1.0436,0.369640947035101
COMM VITALITY / 1000WALNUT1,2019-01-11 08:30:00,2019-01-11 15:00:00,375,270,18.399,1.02216666666667,1.72101377591626
COMM VITALITY / 2200 BROADWAY1,2019-01-13 12:00:00,2019-01-13 12:15:00,15,15,1.026,1.026,1.1506534854562
COMM VITALITY / BOULDER JCTN,2019-01-01 15:15:00,2019-01-01 17:15:00,120,120,5.798,0.72475,0.0317977398148119
COMM VITALITY / 1400 WALNUT1,2019-01-13 12:30:00,2019-01-13 13:30:00,60,60,6.114,1.5285,0.643888674625765
COMM VITALITY / 1500PEARL1,2019-01-11 09:00:00,2019-01-11 11:45:00,165,165,13.25,1.20454545454545,0.538562550645245
COMM VITALITY / 1000WALNUT2,2019-01-04 06:30:00,2019-01-04 09:15:00,165,165,15.839,1.43990909090909,0.538562550645245
COMM VITALITY / 1104 SPRUCE1,2019-01-01 16:15:00,2019-01-01 18:30:00,135,90,4.628,0.771333333333333,0.306045467405477
COMM VITALITY / 1104 SPRUCE1,2019-01-13 13:00:00,2019-01-13 13:15:00,30,30,2.402,1.201,0.981731881846054
COMM VITALITY / 1000WALNUT2,2019-01-11 09:00:00,2019-01-11 09:45:00,45,45,4.235,1.41166666666667,0.81281027823591
COMM VITALITY / 1500PEARL2,2019-01-04 08:45:00,2019-01-04 11:15:00,150,150,15.303,1.5303,0.369640947035101
BOULDER / ALPINE ST1,2019-01-01 20:15:00,2019-01-01 23:45:00,195,195,20.008,1.53907692307692,0.876405757865533
COMM VITALITY / 1104 SPRUCE1,2019-01-13 13:15:00,2019-01-13 14:15:00,60,60,3.17,0.7925,0.643888674625765
BOULDER / N BOULDER REC 1,2019-01-11 09:45:00,2019-01-11 12:00:00,135,120,11.737,1.467125,0.0317977398148119
BOULDER / N BOULDER REC 1,2019-01-04 09:15:00,2019-01-04 09:30:00,15,15,0.869,0.869,1.1506534854562
COMM VITALITY / 1000WALNUT2,2019-01-13 13:15:00,2019-01-13 14:30:00,75,75,7.325,1.465,0.474967071015621
COMM VITALITY / 1104 SPRUCE1,2019-01-11 10:00:00,2019-01-11 12:15:00,135,45,2.075,0.691666666666667,0.81281027823591
COMM VITALITY / 1104 SPRUCE1,2019-01-04 09:30:00,2019-01-04 11:30:00,120,90,4.228,0.704666666666667,0.306045467405477
BOULDER / N BOULDER REC 1,2019-01-13 13:45:00,2019-01-13 18:15:00,270,225,15.825,1.055,1.21424896508582
BOULDER / REC CENTER ST2,2019-01-13 15:15:00,2019-01-13 16:45:00,75,75,8.074,1.6148,0.474967071015621
COMM VITALITY / 1000WALNUT2,2019-01-13 15:45:00,2019-01-13 17:15:00,90,90,7.655,1.27583333333333,0.306045467405477
COMM VITALITY / 1000WALNUT1,2019-01-13 17:15:00,2019-01-13 20:30:00,195,120,5.504,0.688,0.0317977398148119
BOULDER / BASELINE ST1,2019-01-13 17:45:00,2019-01-13 21:45:00,240,225,19.644,1.3096,1.21424896508582
BOULDER / ATRIUM ST1,2019-01-13 17:45:00,2019-01-13 19:00:00,60,60,6.636,1.659,0.643888674625765
BOULDER / N BOULDER REC 1,2019-01-13 17:45:00,2019-01-13 19:45:00,105,105,11.031,1.57585714285714,0.137123863795332
BOULDER / JUNCTION ST1,2019-01-13 18:45:00,2019-01-13 20:45:00,120,120,6.255,0.781875,0.0317977398148119
BOULDER / N BOULDER REC 1,2019-01-14 05:30:00,2019-01-14 11:00:00,330,300,18.633,0.93165,2.05885698313654
BOULDER / REC CENTER ST2,2019-01-14 07:00:00,2019-01-14 08:00:00,60,60,6.323,1.58075,0.643888674625765
BOULDER / N BOULDER REC 1,2019-01-14 07:30:00,2019-01-14 12:00:00,270,255,22.795,1.34088235294118,1.55209217230611
COMM VITALITY / 1500PEARL2,2019-01-14 08:30:00,2019-01-14 10:00:00,90,90,9.638,1.60633333333333,0.306045467405477
BOULDER / JUNCTION ST1,2019-01-14 08:30:00,2019-01-14 11:30:00,180,180,5.921,0.493416666666667,0.707484154255389
COMM VITALITY / 1100WALNUT1,2019-01-14 09:00:00,2019-01-14 10:15:00,75,75,6.823,1.3646,0.474967071015621
COMM VITALITY / 1400 WALNUT1,2019-01-14 09:15:00,2019-01-14 11:45:00,150,150,15.85,1.585,0.369640947035101
COMM VITALITY / 1500PEARL1,2019-01-14 09:30:00,2019-01-14 11:45:00,135,135,13.152,1.46133333333333,0.200719343424956
BOULDER / REC CENTER ST2,2019-01-14 10:15:00,2019-01-14 11:45:00,90,90,8.942,1.49033333333333,0.306045467405477
COMM VITALITY / 1000WALNUT1,2019-01-14 10:15:00,2019-01-14 12:30:00,135,135,7.424,0.824888888888889,0.200719343424956
BOULDER / BOULDER PARK S1,2019-01-14 10:15:00,2019-01-16 09:00:00,2805,345,7.356,0.319826086956522,2.56562179396698
COMM VITALITY / 1500PEARL2,2019-01-14 10:30:00,2019-01-14 13:15:00,165,165,16.853,1.53209090909091,0.538562550645245
COMM VITALITY / 1000WALNUT1,2019-01-14 11:30:00,2019-01-14 12:15:00,60,60,5.28,1.32,0.643888674625765
COMM VITALITY / 1000WALNUT2,2019-01-14 11:30:00,2019-01-14 12:45:00,75,75,7.436,1.4872,0.474967071015621
