station_id,connect_time,disconnect_time,total_duration,charging_duration,energy,energy_per_quarter,z_score
COMM VITALITY / 1000WALNUT1,2019-03-14 18:30:00,2019-03-14 20:00:00,90,90,4.733,0.788833333333333,0.306045467405477
COMM VITALITY / 1000WALNUT2,2019-03-14 19:15:00,2019-03-14 21:15:00,120,120,11.86,1.4825,0.0317977398148119
BOULDER / ATRIUM ST1,2019-03-15 00:45:00,2019-03-15 01:15:00,15,15,2.041,2.041,1.1506534854562
BOULDER / N BOULDER REC 1,2019-03-15 06:00:00,2019-03-15 13:30:00,450,240,16.454,1.028375,1.38317056869597
COMM VITALITY / 1000WALNUT1,2019-03-15 07:15:00,2019-03-15 08:00:00,45,45,4.541,1.51366666666667,0.81281027823591
COMM VITALITY / 1000WALNUT2,2019-03-15 07:45:00,2019-03-15 11:15:00,210,210,20.237,1.4455,1.04532736147568
COMM VITALITY / 1100WALNUT1,2019-03-15 09:00:00,2019-03-15 11:00:00,105,90,8.314,1.38566666666667,0.306045467405477
COMM VITALITY / 1104 SPRUCE1,2019-03-15 09:15:00,2019-03-15 13:00:00,210,210,21.625,1.54464285714286,1.04532736147568
BOULDER / ALPINE ST1,2019-03-15 10:00:00,2019-03-15 10:45:00,60,60,2.821,0.70525,0.643888674625765
COMM VITALITY / BOULDER JCTN,2019-03-15 10:30:00,2019-03-15 13:15:00,165,45,3.46,1.15333333333333,0.81281027823591
BOULDER / N BOULDER REC 1,2019-03-15 10:30:00,2019-03-15 11:45:00,75,75,3.08,0.616,0.474967071015621
COMM VITALITY / 1000WALNUT1,2019-03-15 12:00:00,2019-03-15 13:00:00,75,75,5.196,1.0392,0.474967071015621
BOULDER / ATRIUM ST1,2019-03-15 12:00:00,2019-03-15 14:30:00,150,150,7.721,0.7721,0.369640947035101
BOULDER / ALPINE ST1,2019-03-15 14:45:00,2019-03-15 18:15:00,210,210,19.498,1.39271428571429,1.04532736147568
COMM VITALITY / 1100WALNUT1,2019-03-15 14:45:00,2019-03-15 15:15:00,30,30,2.475,1.2375,0.981731881846054
COMM VITALITY / 1104 SPRUCE1,2019-03-17 16:00:00,2019-03-17 18:30:00,135,135,14.617,1.62411111111111,0.200719343424956
COMM VITALITY / 1104 SPRUCE1,2019-03-15 15:30:00,2019-03-15 16:30:00,75,75,2.789,0.5578,0.474967071015621
BOULDER / BOULDER PARK S2,2019-03-15 15:30:00,2019-03-16 08:15:00,990,120,4.48,0.56,0.0317977398148119
COMM VITALITY / 1000WALNUT2,2019-03-15 16:15:00,2019-03-15 17:00:00,45,45,3.726,1.242,0.81281027823591
BOULDER / REC CENTER ST2,2019-03-15 16:30:00,2019-03-15 17:00:00,30,30,2.857,1.4285,0.981731881846054
COMM VITALITY / BOULDER JCTN,2019-03-22 16:00:00,2019-03-22 16:45:00,45,45,4.991,1.66366666666667,0.81281027823591
COMM VITALITY / 1000WALNUT1,2019-03-22 16:30:00,2019-03-22 18:30:00,105,105,5.69,0.812857142857143,0.137123863795332
BOULDER / ATRIUM ST1,2019-03-22 16:45:00,2019-03-22 20:15:00,210,195,11.753,0.904076923076923,0.876405757865533
BOULDER / REC CENTER ST2,2019-03-22 17:00:00,2019-03-22 17:00:00,15,15,0.594,0.594,1.1506534854562
COMM VITALITY / 1104 SPRUCE1,2019-03-22 17:45:00,2019-03-22 18:30:00,60,60,5.738,1.4345,0.643888674625765
COMM VITALITY / 1000WALNUT1,2019-03-22 17:45:00,2019-03-22 19:15:00,90,90,8.709,1.4515,0.306045467405477
COMM VITALITY / 1104 SPRUCE1,2019-03-22 18:30:00,2019-03-22 19:45:00,90,90,4.58,0.763333333333333,0.306045467405477
BOULDER / N BOULDER REC 1,2019-03-22 20:45:00,2019-03-23 09:15:00,750,150,10.112,1.0112,0.369640947035101
COMM VITALITY / BOULDER JCTN,2019-03-23 07:00:00,2019-03-23 07:30:00,30,30,2.229,1.1145,0.981731881846054
BOULDER / N BOULDER REC 1,2019-03-23 11:45:00,2019-03-23 15:30:00,225,225,19.817,1.32113333333333,1.21424896508582
COMM VITALITY / 1400 WALNUT1,2019-03-23 12:00:00,2019-03-23 12:15:00,15,15,0.983,0.983,1.1506534854562
COMM VITALITY / 1000WALNUT1,2019-03-23 12:30:00,2019-03-23 15:15:00,150,150,16.009,1.6009,0.369640947035101
COMM VITALITY / 1000WALNUT2,2019-03-23 15:00:00,2019-03-23 16:30:00,105,105,10.487,1.49814285714286,0.137123863795332
COMM VITALITY / 1104 SPRUCE1,2019-03-23 15:00:00,2019-03-23 16:00:00,60,30,3.11,1.555,0.981731881846054
COMM VITALITY / 1100WALNUT1,2019-03-23 17:15:00,2019-03-23 18:15:00,60,60,6.028,1.507,0.643888674625765
COMM VITALITY / 1104 SPRUCE1,2019-03-23 17:15:00,2019-03-23 19:15:00,120,120,12.343,1.542875,0.0317977398148119
COMM VITALITY / 1000WALNUT2,2019-03-23 17:15:00,2019-03-23 18:45:00,90,90,5.016,0.836,0.306045467405477
COMM VITALITY / BOULDER JCTN,2019-03-23 18:15:00,2019-03-23 21:00:00,180,165,20.164,1.83309090909091,0.538562550645245
BOULDER / ALPINE ST1,2019-03-23 18:30:00,2019-03-24 06:45:00,735,180,12.446,1.03716666666667,0.707484154255389
COMM VITALITY / 1500PEARL2,2019-03-23 21:15:00,2019-03-23 21:45:00,30,30,2.726,1.363,0.981731881846054
BOULDER / REC CENTER ST2,2019-03-24 07:45:00,2019-03-24 12:15:00,270,270,25.839,1.4355,1.72101377591626
BOULDER / N BOULDER REC 1,2019-03-24 07:45:00,2019-03-24 11:45:00,240,120,6.331,0.791375,0.0317977398148119
COMM VITALITY / 1000WALNUT1,2019-03-24 08:00:00,2019-03-24 11:30:00,210,210,20.73,1.48071428571429,1.04532736147568
BOULDER / N BOULDER REC 1,2019-03-24 09:00:00,2019-03-24 12:30:00,195,195,19.782,1.52169230769231,0.876405757865533
BOULDER / REC CENTER ST1,2019-03-24 09:00:00,2019-03-24 09:30:00,30,30,2.343,1.1715,0.981731881846054
COMM VITALITY / 1000WALNUT1,2019-03-17 16:15:00,2019-03-17 18:15:00,120,120,12.154,1.51925,0.0317977398148119
BOULDER / N BOULDER REC 1,2019-03-17 16:45:00,2019-03-17 20:15:00,210,195,14.431,1.11007692307692,0.876405757865533
BOULDER / N BOULDER REC 1,2019-03-17 17:15:00,2019-03-17 19:00:00,105,105,5.545,0.792142857142857,0.137123863795332
COMM VITALITY / 1104 SPRUCE1,2019-03-17 19:15:00,2019-03-17 20:00:00,60,60,3.096,0.774,0.643888674625765
BOULDER / N BOULDER REC 1,2019-03-18 05:30:00,2019-03-18 11:00:00,330,165,10.415,0.946818181818182,0.538562550645245
BOULDER / JUNCTION ST1,2019-03-18 06:45:00,2019-03-18 11:30:00,285,285,15.727,0.827736842105263,1.8899353795264
BOULDER / ALPINE ST1,2019-03-18 08:00:00,2019-03-18 17:15:00,555,315,25.472,1.21295238095238,2.22777858674669
BOULDER / N BOULDER REC 1,2019-03-18 08:00:00,2019-03-18 09:30:00,75,75,7.706,1.5412,0.474967071015621
COMM VITALITY / 1104 SPRUCE1,2019-03-18 08:45:00,2019-03-18 17:45:00,540,225,15.383,1.02553333333333,1.21424896508582
BOULDER / N BOULDER REC 1,2019-03-18 09:30:00,2019-03-18 10:30:00,60,60,5.791,1.44775,0.643888674625765
COMM VITALITY / 1000WALNUT1,2019-03-18 09:45:00,2019-03-18 14:15:00,270,255,18.157,1.06805882352941,1.55209217230611
COMM VITALITY / 1104 SPRUCE1,2019-03-18 09:45:00,2019-03-18 10:45:00,60,60,3.475,0.86875,0.643888674625765
COMM VITALITY / 1100WALNUT1,2019-03-18 10:00:00,2019-03-18 11:15:00,75,75,6.705,1.341,0.474967071015621
BOULDER / ATRIUM ST1,2019-03-18 10:15:00,2019-03-18 12:30:00,135,135,6.466,0.718444444444444,0.200719343424956
COMM VITALITY / 1100WALNUT1,2019-03-18 10:15:00,2019-03-18 12:30:00,135,135,14.007,1.55633333333333,0.200719343424956
BOULDER / N BOULDER REC 1,2019-03-18 10:45:00,2019-03-18 11:45:00,60,60,4.654,1.1635,0.643888674625765
BOULDER / JUNCTION ST1,2019-03-18 10:45:00,2019-03-18 12:00:00,60,60,6.701,1.67525,0.643888674625765
BOULDER / REC CENTER ST2,2019-03-18 12:00:00,2019-03-18 13:15:00,90,75,4.625,0.925,0.474967071015621
COMM VITALITY / 1400 WALNUT1,2019-03-18 12:30:00,2019-03-18 15:15:00,150,150,16.283,1.6283,0.369640947035101
BOULDER / N BOULDER REC 1,2019-03-18 12:45:00,2019-03-18 13:45:00,60,60,4.956,1.239,0.643888674625765
COMM VITALITY / BOULDER JCTN,2019-03-18 13:00:00,2019-03-18 14:00:00,60,60,7.261,1.81525,0.643888674625765
COMM VITALITY / 1104 SPRUCE1,2019-03-18 13:30:00,2019-03-18 15:00:00,75,75,8.295,1.659,0.474967071015621
BOULDER / N BOULDER REC 1,2019-03-18 14:45:00,2019-03-18 19:00:00,255,90,4.548,0.758,0.306045467405477
COMM VITALITY / 1100WALNUT1,2019-03-18 15:15:00,2019-03-18 18:00:00,165,165,16.341,1.48554545454545,0.538562550645245
BOULDER / REC CENTER ST2,2019-03-18 16:00:00,2019-03-18 17:30:00,75,75,7.612,1.5224,0.474967071015621
BOULDER / BOULDER PARK S2,2019-03-18 16:15:00,2019-03-19 09:45:00,1050,120,6.783,0.847875,0.0317977398148119
BOULDER / BASELINE ST1,2019-03-18 16:45:00,2019-03-18 17:45:00,60,60,6.014,1.5035,0.643888674625765
BOULDER / ATRIUM ST1,2019-03-18 17:45:00,2019-03-18 20:00:00,150,150,12.516,1.2516,0.369640947035101
BOULDER / ATRIUM ST1,2019-03-18 19:15:00,2019-03-18 21:30:00,120,120,10.282,1.28525,0.0317977398148119
BOULDER / N BOULDER REC 1,2019-04-03 16:30:00,2019-04-03 17:45:00,75,75,5.657,1.1314,0.474967071015621
BOULDER / ATRIUM ST1,2019-04-03 17:45:00,2019-04-03 18:15:00,30,30,2.806,1.403,0.981731881846054
COMM VITALITY / 1000WALNUT2,2019-04-03 17:45:00,2019-04-03 19:45:00,120,90,4.845,0.8075,0.306045467405477
COMM VITALITY / 1000WALNUT1,2019-04-03 18:15:00,2019-04-03 21:30:00,195,120,6.295,0.786875,0.0317977398148119
COMM VITALITY / 1100WALNUT1,2019-04-03 18:45:00,2019-04-03 20:45:00,120,120,6.907,0.863375,0.0317977398148119
BOULDER / JUNCTION ST1,2019-04-03 19:15:00,2019-04-03 21:00:00,120,105,11.156,1.59371428571429,0.137123863795332
BOULDER / N BOULDER REC 1,2019-04-04 06:00:00,2019-04-04 12:30:00,390,150,8.562,0.8562,0.369640947035101
COMM VITALITY / 1000WALNUT2,2019-04-04 06:45:00,2019-04-04 09:00:00,135,135,13.493,1.49922222222222,0.200719343424956
BOULDER / N BOULDER REC 1,2019-04-04 08:00:00,2019-04-04 09:15:00,75,30,2.892,1.446,0.981731881846054
COMM VITALITY / 1000WALNUT1,2019-04-04 08:15:00,2019-04-04 14:30:00,375,315,24.263,1.15538095238095,2.22777858674669
COMM VITALITY / 1500PEARL1,2019-04-04 08:45:00,2019-04-04 11:15:00,150,150,14.982,1.4982,0.369640947035101
COMM VITALITY / 1400 WALNUT1,2019-04-04 08:45:00,2019-04-04 11:00:00,135,120,6.625,0.828125,0.0317977398148119
BOULDER / ATRIUM ST1,2019-04-04 09:00:00,2019-04-04 11:00:00,135,90,5.207,0.867833333333333,0.306045467405477
COMM VITALITY / 1100WALNUT1,2019-04-04 09:30:00,2019-04-04 09:45:00,15,15,0.784,0.784,1.1506534854562
COMM VITALITY / BOULDER JCTN,2019-04-04 10:00:00,2019-04-04 11:45:00,105,105,5.38,0.768571428571429,0.137123863795332
COMM VITALITY / 1100WALNUT1,2019-04-04 14:30:00,2019-04-04 16:30:00,120,120,6.282,0.78525,0.0317977398148119
BOULDER / BASELINE ST1,2019-04-04 14:45:00,2019-04-04 15:30:00,45,45,4.855,1.61833333333333,0.81281027823591
BOULDER / N BOULDER REC 1,2019-04-04 15:00:00,2019-04-04 16:45:00,105,105,9.184,1.312,0.137123863795332
COMM VITALITY / 1000WALNUT1,2019-04-04 15:15:00,2019-04-04 17:00:00,105,105,10.394,1.48485714285714,0.137123863795332
BOULDER / N BOULDER REC 1,2019-04-04 16:00:00,2019-04-04 18:00:00,120,120,10.701,1.337625,0.0317977398148119
COMM VITALITY / 1000WALNUT1,2019-04-04 17:15:00,2019-04-04 19:30:00,135,135,8.165,0.907222222222222,0.200719343424956
BOULDER / BASELINE ST1,2019-04-04 18:00:00,2019-04-04 18:45:00,45,45,2.317,0.772333333333333,0.81281027823591
BOULDER / ATRIUM ST1,2019-03-30 17:45:00,2019-03-30 19:15:00,90,90,8.806,1.46766666666667,0.306045467405477
BOULDER / ALPINE ST1,2019-03-27 19:30:00,2019-03-27 22:15:00,165,150,9.67,0.967,0.369640947035101
COMM VITALITY / 1000WALNUT1,2019-04-04 19:00:00,2019-04-04 21:30:00,150,150,15.607,1.5607,0.369640947035101
BOULDER / FACILITIES ST1,2019-04-04 19:00:00,2019-04-05 14:00:00,1140,45,2.567,0.855666666666667,0.81281027823591
BOULDER / N BOULDER REC 1,2019-04-04 19:15:00,2019-04-04 21:00:00,105,105,10.425,1.48928571428571,0.137123863795332
BOULDER / N BOULDER REC 1,2019-04-04 22:00:00,2019-04-05 06:00:00,465,180,12.368,1.03066666666667,0.707484154255389
BOULDER / N BOULDER REC 1,2019-04-05 05:30:00,2019-04-05 09:00:00,210,105,4.766,0.680857142857143,0.137123863795332
COMM VITALITY / 1000WALNUT2,2019-04-05 06:15:00,2019-04-05 08:30:00,135,135,12.598,1.39977777777778,0.200719343424956
COMM VITALITY / 1500PEARL1,2019-04-05 07:30:00,2019-04-05 09:45:00,120,120,12.734,1.59175,0.0317977398148119
BOULDER / N BOULDER REC 1,2019-04-05 08:00:00,2019-04-05 09:30:00,90,90,7.895,1.31583333333333,0.306045467405477
COMM VITALITY / 1400 WALNUT1,2019-04-05 08:00:00,2019-04-05 10:45:00,165,165,14.747,1.34063636363636,0.538562550645245
COMM VITALITY / 1400 WALNUT1,2019-04-05 08:45:00,2019-04-05 11:15:00,165,165,16.498,1.49981818181818,0.538562550645245
BOULDER / N BOULDER REC 1,2019-04-05 09:00:00,2019-04-05 10:00:00,60,60,5.32,1.33,0.643888674625765
BOULDER / ATRIUM ST1,2019-04-05 09:00:00,2019-04-05 10:30:00,90,90,5.445,0.9075,0.306045467405477
BOULDER / REC CENTER ST1,2019-04-05 09:45:00,2019-04-05 11:45:00,120,120,6.002,0.75025,0.0317977398148119
BOULDER / N BOULDER REC 1,2019-04-05 11:15:00,2019-04-05 13:00:00,120,120,5.636,0.7045,0.0317977398148119
BOULDER / BASELINE ST1,2019-04-05 11:15:00,2019-04-05 12:00:00,45,45,5.165,1.72166666666667,0.81281027823591
COMM VITALITY / 1104 SPRUCE1,2019-04-05 11:15:00,2019-04-05 17:30:00,375,195,19.721,1.517,0.876405757865533
COMM VITALITY / 1000WALNUT1,2019-04-05 11:30:00,2019-04-05 15:00:00,210,165,16.464,1.49672727272727,0.538562550645245
COMM VITALITY / 1500PEARL1,2019-04-05 13:00:00,2019-04-05 15:00:00,120,105,4.982,0.711714285714286,0.137123863795332
COMM VITALITY / 1100WALNUT1,2019-04-05 14:00:00,2019-04-05 15:00:00,60,60,6.388,1.597,0.643888674625765
COMM VITALITY / BOULDER JCTN,2019-04-05 14:30:00,2019-04-05 15:30:00,60,60,6.334,1.5835,0.643888674625765
BOULDER / FACILITIES ST1,2019-04-05 15:00:00,2019-04-08 07:30:00,3870,15,0.957,0.957,1.1506534854562
BOULDER / JUNCTION ST1,2019-04-05 15:15:00,2019-04-05 18:45:00,210,210,17.422,1.24442857142857,1.04532736147568
BOULDER / ALPINE ST1,2019-04-05 15:45:00,2019-04-05 17:45:00,120,120,12.011,1.501375,0.0317977398148119
BOULDER / N BOULDER REC 1,2019-04-02 08:15:00,2019-04-02 12:45:00,255,75,3.526,0.7052,0.474967071015621
BOULDER / BASELINE ST1,2019-04-07 13:15:00,2019-04-07 14:15:00,60,60,6.527,1.63175,0.643888674625765
BOULDER / N BOULDER REC 1,2019-03-25 21:30:00,2019-03-26 00:00:00,150,150,14.196,1.4196,0.369640947035101
BOULDER / JUNCTION ST1,2019-03-28 06:15:00,2019-03-28 10:00:00,225,165,8.931,0.811909090909091,0.538562550645245
COMM VITALITY / 1104 SPRUCE1,2019-03-30 18:15:00,2019-03-30 19:30:00,75,30,1.038,0.519,0.981731881846054
COMM VITALITY / 1500PEARL1,2019-04-02 08:30:00,2019-04-02 10:30:00,120,120,8.514,1.06425,0.0317977398148119
COMM VITALITY / 1000WALNUT1,2019-04-05 16:00:00,2019-04-05 17:45:00,120,120,6.115,0.764375,0.0317977398148119
COMM VITALITY / 1500PEARL2,2019-03-24 09:15:00,2019-03-24 10:45:00,90,90,4.681,0.780166666666667,0.306045467405477
COMM VITALITY / 1104 SPRUCE1,2019-04-07 13:30:00,2019-04-07 15:30:00,120,45,2.219,0.739666666666667,0.81281027823591
COMM VITALITY / 1000WALNUT1,2019-04-07 14:30:00,2019-04-07 14:45:00,15,15,0.673,0.673,1.1506534854562
COMM VITALITY / 1100WALNUT1,2019-04-07 15:00:00,2019-04-07 18:30:00,210,105,5.811,0.830142857142857,0.137123863795332
COMM VITALITY / 1000WALNUT1,2019-04-07 16:00:00,2019-04-07 18:00:00,120,120,11.125,1.390625,0.0317977398148119
COMM VITALITY / 1000WALNUT2,2019-04-07 16:00:00,2019-04-07 17:30:00,90,90,7.988,1.33133333333333,0.306045467405477
COMM VITALITY / 1104 SPRUCE1,2019-04-07 16:30:00,2019-04-07 19:15:00,165,60,4.91,1.2275,0.643888674625765
COMM VITALITY / 1104 SPRUCE1,2019-04-07 18:30:00,2019-04-07 19:30:00,60,60,6.382,1.5955,0.643888674625765
BOULDER / JUNCTION ST1,2019-04-07 21:30:00,2019-04-08 06:45:00,555,225,17.38,1.15866666666667,1.21424896508582
BOULDER / N BOULDER REC 1,2019-04-07 22:15:00,2019-04-07 23:30:00,90,90,8.815,1.46916666666667,0.306045467405477
BOULDER / N BOULDER REC 1,2019-04-08 05:30:00,2019-04-08 10:45:00,315,150,10.394,1.0394,0.369640947035101
BOULDER / BASELINE ST1,2019-04-08 06:00:00,2019-04-08 07:00:00,45,45,5.363,1.78766666666667,0.81281027823591
BOULDER / ATRIUM ST1,2019-04-08 07:45:00,2019-04-08 12:00:00,255,30,1.206,0.603,0.981731881846054
BOULDER / ALPINE ST1,2019-04-08 08:00:00,2019-04-08 18:30:00,615,255,19.784,1.16376470588235,1.55209217230611
BOULDER / N BOULDER REC 1,2019-04-08 08:30:00,2019-04-08 16:15:00,465,345,27.406,1.1915652173913,2.56562179396698
COMM VITALITY / 1500PEARL1,2019-04-08 08:45:00,2019-04-08 12:15:00,225,210,20.82,1.48714285714286,1.04532736147568
COMM VITALITY / 1104 SPRUCE1,2019-04-08 09:00:00,2019-04-08 13:00:00,255,255,24.885,1.46382352941176,1.55209217230611
BOULDER / ATRIUM ST1,2019-04-08 09:00:00,2019-04-08 11:15:00,135,90,5.457,0.9095,0.306045467405477
BOULDER / BASELINE ST1,2019-04-08 09:45:00,2019-04-08 10:45:00,60,60,4.113,1.02825,0.643888674625765
BOULDER / N BOULDER REC 1,2019-04-08 11:15:00,2019-04-08 13:15:00,105,105,3.271,0.467285714285714,0.137123863795332
COMM VITALITY / 1000WALNUT1,2019-04-08 11:45:00,2019-04-08 13:00:00,75,75,7.224,1.4448,0.474967071015621
COMM VITALITY / 1500PEARL2,2019-04-08 12:45:00,2019-04-08 14:15:00,105,105,9.939,1.41985714285714,0.137123863795332
BOULDER / ATRIUM ST1,2019-04-08 12:45:00,2019-04-09 07:30:00,1125,15,0.923,0.923,1.1506534854562
COMM VITALITY / BOULDER JCTN,2019-04-08 13:45:00,2019-04-08 14:45:00,60,60,6.561,1.64025,0.643888674625765
BOULDER / N BOULDER REC 1,2019-04-08 14:15:00,2019-04-08 18:45:00,270,255,19.652,1.156,1.55209217230611
COMM VITALITY / BOULDER JCTN,2019-04-08 15:15:00,2019-04-08 17:15:00,120,120,12.986,1.62325,0.0317977398148119
BOULDER / REC CENTER ST2,2019-04-08 16:30:00,2019-04-08 17:45:00,75,75,3.819,0.7638,0.474967071015621
COMM VITALITY / 1104 SPRUCE1,2019-04-08 19:15:00,2019-04-08 21:45:00,150,120,6.374,0.79675,0.0317977398148119
BOULDER / JUNCTION ST1,2019-04-09 05:15:00,2019-04-09 07:45:00,150,150,12.183,1.2183,0.369640947035101
BOULDER / N BOULDER REC 1,2019-04-09 05:30:00,2019-04-09 12:15:00,405,75,3.16,0.632,0.474967071015621
BOULDER / ATRIUM ST1,2019-04-09 07:45:00,2019-04-09 07:45:00,15,15,0.529,0.529,1.1506534854562
COMM VITALITY / 1104 SPRUCE1,2019-04-09 07:45:00,2019-04-09 15:00:00,435,180,17.895,1.49125,0.707484154255389
COMM VITALITY / 1400 WALNUT1,2019-04-09 07:45:00,2019-04-09 10:00:00,120,120,6.583,0.822875,0.0317977398148119
BOULDER / ATRIUM ST1,2019-04-09 08:00:00,2019-04-09 12:15:00,255,15,1.178,1.178,1.1506534854562
BOULDER / N BOULDER REC 1,2019-04-09 08:00:00,2019-04-09 09:30:00,90,90,8.707,1.45116666666667,0.306045467405477
BOULDER / BOULDER PARK S2,2019-04-09 08:00:00,2019-04-09 08:45:00,45,45,0.133,0.0443333333333333,0.81281027823591
BOULDER / ATRIUM ST1,2019-04-09 08:15:00,2019-04-09 09:45:00,90,90,4.931,0.821833333333333,0.306045467405477
COMM VITALITY / 1100WALNUT1,2019-04-09 09:15:00,2019-04-09 12:00:00,165,165,12.273,1.11572727272727,0.538562550645245
BOULDER / N BOULDER REC 1,2019-04-09 11:00:00,2019-04-09 13:30:00,150,150,8.992,0.8992,0.369640947035101
BOULDER / REC CENTER ST1,2019-04-09 12:15:00,2019-04-09 12:45:00,30,30,3.104,1.552,0.981731881846054
BOULDER / N BOULDER REC 1,2019-03-26 06:00:00,2019-03-26 12:30:00,390,180,11.572,0.964333333333333,0.707484154255389
COMM VITALITY / 1500PEARL1,2019-03-24 09:45:00,2019-03-24 12:30:00,150,150,15.622,1.5622,0.369640947035101
COMM VITALITY / 1400 WALNUT1,2019-03-28 09:30:00,2019-03-28 11:30:00,135,135,12.769,1.41877777777778,0.200719343424956
COMM VITALITY / BOULDER JCTN,2019-04-05 16:00:00,2019-04-05 20:00:00,240,210,24.959,1.78278571428571,1.04532736147568
BOULDER / ATRIUM ST1,2019-04-02 08:45:00,2019-04-02 10:15:00,90,90,5.78,0.963333333333333,0.306045467405477
COMM VITALITY / BOULDER JCTN,2019-04-05 16:45:00,2019-04-05 18:00:00,60,60,1.454,0.3635,0.643888674625765
COMM VITALITY / 1104 SPRUCE1,2019-03-30 19:00:00,2019-03-30 20:15:00,75,75,4.108,0.8216,0.474967071015621
BOULDER / FACILITIES ST1,2019-03-28 09:30:00,2019-03-29 09:45:00,1455,45,1.877,0.625666666666667,0.81281027823591
COMM VITALITY / 1400 WALNUT1,2019-04-02 09:00:00,2019-04-02 11:30:00,150,120,6.45,0.80625,0.0317977398148119
COMM VITALITY / BOULDER JCTN,2019-03-26 06:30:00,2019-03-26 08:45:00,135,120,7.23,0.90375,0.0317977398148119
BOULDER / N BOULDER REC 1,2019-04-05 17:30:00,2019-04-05 20:45:00,195,195,21.358,1.64292307692308,0.876405757865533
BOULDER / BASELINE ST1,2019-03-24 10:00:00,2019-03-24 10:45:00,45,45,5.129,1.70966666666667,0.81281027823591
COMM VITALITY / BOULDER JCTN,2019-03-30 19:00:00,2019-03-30 21:15:00,120,120,14.108,1.7635,0.0317977398148119
COMM VITALITY / 1500PEARL1,2019-03-28 10:45:00,2019-03-28 11:45:00,60,60,3.647,0.91175,0.643888674625765
COMM VITALITY / 1000WALNUT1,2019-04-02 09:15:00,2019-04-02 16:15:00,420,30,2.564,1.282,0.981731881846054
COMM VITALITY / 1000WALNUT2,2019-03-26 07:15:00,2019-03-26 09:15:00,120,105,11.052,1.57885714285714,0.137123863795332
COMM VITALITY / 1100WALNUT1,2019-04-05 18:45:00,2019-04-05 19:30:00,60,60,1.816,0.454,0.643888674625765
COMM VITALITY / 1104 SPRUCE1,2019-03-24 10:30:00,2019-03-24 11:15:00,45,45,4.791,1.597,0.81281027823591
BOULDER / N BOULDER REC 1,2019-03-30 19:30:00,2019-03-30 20:45:00,90,90,4.91,0.818333333333333,0.306045467405477
COMM VITALITY / 1104 SPRUCE1,2019-03-28 13:15:00,2019-03-28 13:45:00,45,30,2.261,1.1305,0.981731881846054
BOULDER / N BOULDER REC 1,2019-03-28 14:15:00,2019-03-28 18:00:00,225,60,2.627,0.65675,0.643888674625765
COMM VITALITY / 1500PEARL2,2019-03-28 14:45:00,2019-03-28 16:00:00,60,60,3.45,0.8625,0.643888674625765
BOULDER / JUNCTION ST1,2019-03-28 15:30:00,2019-03-28 16:15:00,45,45,2.062,0.687333333333333,0.81281027823591
BOULDER / ATRIUM ST1,2019-03-28 16:45:00,2019-03-28 19:15:00,150,150,13.314,1.3314,0.369640947035101
COMM VITALITY / 1000WALNUT2,2019-03-28 18:15:00,2019-03-28 21:45:00,210,210,13.059,0.932785714285714,1.04532736147568
COMM VITALITY / 1104 SPRUCE1,2019-03-28 20:15:00,2019-03-28 21:15:00,60,60,6.935,1.73375,0.643888674625765
BOULDER / ALPINE ST1,2019-03-28 21:45:00,2019-03-29 06:30:00,525,150,10.435,1.0435,0.369640947035101
BOULDER / N BOULDER REC 1,2019-03-29 06:00:00,2019-03-29 12:15:00,375,195,13.767,1.059,0.876405757865533
COMM VITALITY / BOULDER JCTN,2019-03-29 06:15:00,2019-03-29 08:30:00,135,135,7.912,0.879111111111111,0.200719343424956
COMM VITALITY / 1000WALNUT2,2019-03-29 07:15:00,2019-03-29 08:45:00,90,90,9.296,1.54933333333333,0.306045467405477
BOULDER / ATRIUM ST1,2019-03-29 08:45:00,2019-03-29 11:15:00,150,105,6.161,0.880142857142857,0.137123863795332
COMM VITALITY / 1400 WALNUT1,2019-03-29 08:45:00,2019-03-29 14:00:00,315,315,30.472,1.45104761904762,2.22777858674669
COMM VITALITY / 1400 WALNUT1,2019-03-29 09:15:00,2019-03-29 15:00:00,345,120,12.269,1.533625,0.0317977398148119
BOULDER / FACILITIES ST1,2019-03-29 10:00:00,2019-03-29 12:00:00,105,30,1.623,0.8115,0.981731881846054
COMM VITALITY / 1104 SPRUCE1,2019-03-29 11:00:00,2019-03-29 12:15:00,75,75,8.083,1.6166,0.474967071015621
BOULDER / N BOULDER REC 1,2019-03-29 11:00:00,2019-03-29 13:30:00,150,120,4.924,0.6155,0.0317977398148119
COMM VITALITY / 1100WALNUT1,2019-03-29 11:00:00,2019-03-29 13:15:00,120,105,5.36,0.765714285714286,0.137123863795332
COMM VITALITY / 1000WALNUT2,2019-03-29 12:15:00,2019-03-29 13:45:00,90,90,8.791,1.46516666666667,0.306045467405477
COMM VITALITY / 1000WALNUT1,2019-03-29 12:45:00,2019-03-29 14:15:00,90,90,8.464,1.41066666666667,0.306045467405477
BOULDER / N BOULDER REC 1,2019-03-29 13:30:00,2019-03-29 16:15:00,165,90,4.674,0.779,0.306045467405477
BOULDER / JUNCTION ST1,2019-03-29 15:15:00,2019-03-29 15:45:00,30,30,1.842,0.921,0.981731881846054
BOULDER / FACILITIES ST1,2019-03-29 16:00:00,2019-04-04 16:00:00,8640,90,4.774,0.795666666666667,0.306045467405477
BOULDER / JUNCTION ST1,2019-03-29 17:15:00,2019-03-29 18:45:00,90,90,6.745,1.12416666666667,0.306045467405477
